Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Jeep Compass 2.0 Limited Option 4X4,2017,17.5,23.2,15050,Diesel,Individual,Manual,0
Toyota Etios GD,2011,4.67,8.1,79000,Diesel,Individual,Manual,0
Ford Freestyle Titanium Plus Petrol,2018,7.34,8.2,8896,Petrol,Individual,Manual,0
Honda Jazz V,2016,5.9,8.7,31378,Petrol,Individual,Manual,0
Honda Amaze VX i-DTEC,2014,4.1,8.9,81000,Diesel,Individual,Manual,0
Audi Q3 30 TDI Premium FWD,2017,27,44.8,31000,Diesel,Individual,Automatic,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,14.5,36.9,60001,Diesel,Individual,Automatic,0
Tata Indica Vista Quadrajet LS,2012,1.2,5.3,80000,Diesel,Individual,Manual,1
Mercedes-Benz E-Class E400 Cabriolet,2015,48,87.6,7501,Petrol,Individual,Automatic,0
Honda Amaze S i-Dtech,2015,4.45,7.8,58000,Diesel,Individual,Manual,0
Mercedes-Benz GLE 350d,2018,59.65,95.1,29277,Diesel,Individual,Automatic,0
Maruti Ritz VDi,2015,4.38,6.2,57034,Diesel,Individual,Manual,0
Hyundai Santro Xing GL,2008,1.88,3.5,35268,Petrol,Individual,Manual,1
Maruti Baleno Delta CVT,2018,7.29,8.6,34630,Petrol,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2011,6.7,15.4,126000,Diesel,Individual,Manual,2
Maruti Alto LXi,2009,1.5,5.5,63000,Petrol,Individual,Manual,0
Mini Cooper 3 DOOR D,2016,23.8,35.0,32298,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 4WD,2014,7.77,12.4,63288,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,2012,3.32,3.5,43337,Petrol,Individual,Manual,0
Maruti Swift VDI,2015,4.94,6.9,46561,Diesel,Individual,Manual,0
Mercedes-Benz A Class A180 CDI,2013,11,26.2,34000,Diesel,Individual,Automatic,1
Renault KWID RXT,2016,3.4,4.6,48000,Petrol,Individual,Manual,0
Maruti Swift VDI,2013,4.17,6.9,56263,Diesel,Individual,Manual,0
Ford Fiesta 1.4 SXi TDCi,2008,2.4,8.6,83000,Diesel,Individual,Manual,1
Maruti Wagon R LXI CNG,2013,2.8,6.4,62000,CNG,Individual,Manual,0
Ford Aspire Ambiente Diesel,2018,5.65,7.6,17000,Diesel,Individual,Manual,0
Hyundai Creta 1.6 CRDi SX Option,2017,13.75,13.7,40158,Diesel,Individual,Manual,0
Volkswagen Vento Diesel Comfortline,2014,5.25,10.0,70010,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2012,4.5,9.9,168000,Diesel,Individual,Manual,0
Hyundai Elantra CRDi SX AT,2013,8.5,18.9,48823,Diesel,Individual,Automatic,0
Mercedes-Benz CLA 200 CDI Sport,2019,25.75,43.1,29836,Diesel,Individual,Automatic,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,5.1,11.2,65000,Diesel,Individual,Manual,0
Mercedes-Benz M-Class ML 320 CDI,2009,10.75,61.2,66000,Diesel,Individual,Automatic,1
Chevrolet Beat Diesel LT,2012,2.4,3.9,42706,Diesel,Individual,Manual,0
Toyota Etios Liva 1.4 GD,2013,3.85,7.8,84000,Diesel,Individual,Manual,0
Toyota Fortuner 4x4 AT,2017,25.12,40.9,68319,Diesel,Individual,Automatic,0
Hyundai Grand i10 Sportz,2015,4.9,6.6,15000,Petrol,Individual,Manual,0
Renault KWID RXT,2016,3,4.6,12500,Petrol,Individual,Manual,0
Maruti Celerio VXI AMT,2015,3.5,6.0,55000,Petrol,Individual,Automatic,0
Audi A4 1.8 TFSI,2011,9.5,43.1,53000,Petrol,Individual,Automatic,0
Maruti Alto K10 2010-2014 VXI,2012,2.4,3.4,12600,Petrol,Individual,Manual,0
Maruti Swift Ldi BSIII,2009,2.15,6.0,80000,Diesel,Individual,Manual,3
Hyundai Grand i10 SportZ Edition,2015,4.75,6.6,50000,Petrol,Individual,Manual,0
Honda City i-VTEC VX,2017,11.15,13.8,7500,Petrol,Individual,Manual,0
Renault Duster 110PS Diesel RxZ AMT,2016,8.9,14.1,68163,Diesel,Individual,Automatic,0
Honda Amaze S i-Dtech,2014,4.35,7.8,61000,Diesel,Individual,Manual,0
Renault Duster 85PS Diesel RxL Optional with Nav,2012,4.25,19.5,97000,Diesel,Individual,Manual,1
Maruti Vitara Brezza LDi,2017,8.61,9.1,35384,Diesel,Individual,Manual,0
Ford EcoSport 1.5 Diesel Titanium,2018,9.25,11.2,32189,Diesel,Individual,Manual,0
Audi A6 2.0 TDI Design Edition,2012,16.5,60.4,27090,Diesel,Individual,Automatic,0
Ford Figo Diesel EXI,2010,2.25,5.7,78000,Diesel,Individual,Manual,0
Mercedes-Benz A Class A180 CDI,2014,19.75,26.2,8000,Diesel,Individual,Automatic,1
Maruti Swift VDI BSIV,2016,5.63,7.4,67906,Diesel,Individual,Manual,0
BMW 3 Series 320d,2010,9.25,47.9,67000,Diesel,Individual,Automatic,1
Hyundai Santro Xing GLS,2008,2.3,3.5,80931,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2018,10.15,12.5,52380,Diesel,Individual,Manual,0
Ford Figo Diesel EXI,2015,3.8,5.7,84000,Diesel,Individual,Manual,0
Toyota Etios Liva 1.2 G,2011,3.75,6.5,42000,Petrol,Individual,Manual,1
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,22.5,36.9,40000,Diesel,Individual,Automatic,0
Hyundai Getz GLS,2006,1.85,4.0,63181,Petrol,Individual,Manual,0
Honda Amaze S i-Dtech,2013,3.25,7.8,39575,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV W ABS,2010,3.1,7.4,63600,Diesel,Individual,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,7.34,11.2,70374,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 8-seater,2011,10.75,9.6,122000,Diesel,Individual,Manual,1
Maruti Wagon R LX BSIII,2005,0.99,3.7,115000,Petrol,Individual,Manual,1
Honda WRV i-VTEC VX,2017,8.25,10.3,32248,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2014,4.4,8.1,61325,Petrol,Individual,Manual,0
Maruti Wagon R LXI CNG,2014,3.5,6.4,41000,CNG,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2016,6.16,6.2,26981,Petrol,Individual,Manual,0
Maruti Ritz VDi,2010,3.5,6.2,110471,Diesel,Individual,Manual,0
Honda Amaze S Petrol,2014,4.5,7.5,69000,Petrol,Individual,Manual,0
Volkswagen Vento 1.5 TDI Highline AT,2016,10.3,15.7,45492,Diesel,Individual,Automatic,0
Honda Accord 2.4 AT,2011,7.5,14.9,85000,Petrol,Individual,Automatic,1
Mahindra Xylo D4 BS III,2015,6.8,9.3,129750,Diesel,Individual,Manual,1
Mahindra XUV500 W8 4WD,2015,11.6,12.4,84725,Diesel,Individual,Manual,0
Hyundai Elantra CRDi SX,2013,6.95,18.9,40000,Diesel,Individual,Manual,1
Hyundai Grand i10 1.2 Kappa Sportz,2014,5.5,7.5,33496,Petrol,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2015,5.65,8.1,25000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel PS,2013,1.55,3.9,98598,Diesel,Individual,Manual,0
Porsche Panamera Diesel,2013,75,158.0,19828,Diesel,Individual,Automatic,1
Audi A4 2.0 TDI Multitronic,2012,18.5,31.8,74002,Diesel,Individual,Automatic,0
Maruti Wagon R LXI BS IV,2010,2.3,5.5,91000,Petrol,Individual,Manual,0
Hyundai Xcent 1.1 CRDi S Option,2015,4.95,8.1,58000,Diesel,Individual,Manual,0
Maruti Swift VDI,2012,4.25,6.9,80000,Diesel,Individual,Manual,0
BMW 5 Series 520d Luxury Line,2013,21.26,67.9,65000,Diesel,Individual,Automatic,0
Toyota Corolla Altis 1.8 G,2016,11.5,20.5,16471,Petrol,Individual,Manual,1
Honda City i-VTEC CVT VX,2018,12.5,15.2,4500,Petrol,Individual,Automatic,0
Mahindra XUV500 AT W10 FWD,2017,15.5,17.3,23000,Diesel,Individual,Automatic,0
Renault Duster 110PS Diesel RxZ AMT,2017,12.46,15.1,42646,Diesel,Individual,Automatic,0
Maruti Swift VDI,2015,5.1,8.1,63310,Diesel,Individual,Manual,0
Honda Amaze S i-Dtech,2014,3.5,7.8,66000,Diesel,Individual,Manual,0
Audi A4 35 TDI Premium,2016,25.64,43.4,39237,Diesel,Individual,Automatic,0
Honda Jazz V,2015,6.3,8.8,37000,Petrol,Individual,Manual,0
Nissan Terrano XL D Option,2013,5.8,14.7,65280,Diesel,Individual,Manual,0
Hyundai i20 Magna Optional 1.2,2014,4.65,7.1,44525,Petrol,Individual,Manual,0
Honda City 1.5 E MT,2009,3.6,8.2,86863,Petrol,Individual,Manual,0
Jeep Compass 2.0 Limited Option 4X4,2017,20,25.5,45000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2011,6.21,18.6,108905,Diesel,Individual,Automatic,1
Honda City i-DTEC ZX,2017,12,16.8,42000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 CRDi Sportz,2018,5.95,8.3,48000,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.4 VX MT,2019,22.2,23.9,33598,Diesel,Individual,Manual,0
Ford Figo Diesel ZXI,2014,3.47,6.1,66000,Diesel,Individual,Manual,0
Mahindra Ssangyong Rexton RX7,2013,9.5,25.2,80000,Diesel,Individual,Automatic,1
Volkswagen Polo Petrol Comfortline 1.2L,2012,3.1,6.2,52000,Petrol,Individual,Manual,0
Toyota Corolla Altis G,2009,3.3,17.7,45000,Petrol,Individual,Manual,1
Mercedes-Benz CLA 200 CDI Sport,2019,30.77,43.1,13414,Diesel,Individual,Automatic,0
Mahindra KUV 100 G80 K8,2018,6.25,7.9,15900,Petrol,Individual,Manual,0
Audi A6 35 TDI Matrix,2017,39.84,69.4,36824,Diesel,Individual,Automatic,0
Ford Figo Diesel ZXI,2013,4.45,6.1,65287,Diesel,Individual,Manual,0
Hyundai Elantra CRDi SX AT,2013,6.8,18.9,71000,Diesel,Individual,Automatic,0
Maruti Baleno Zeta CVT,2016,5.74,9.0,20000,Petrol,Individual,Automatic,0
BMW 3 Series Luxury Line,2016,35,55.1,27000,Diesel,Individual,Automatic,0
Maruti Dzire AMT ZDI Plus,2017,8.9,11.0,19000,Diesel,Individual,Automatic,0
Jeep Compass 2.0 Longitude,2018,19.46,21.7,42203,Diesel,Individual,Manual,0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,9.22,11.5,4900,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2014,5.99,9.9,54569,Diesel,Individual,Manual,0
Honda Civic 2006-2010 1.8 V MT,2008,3.25,13.5,66000,Petrol,Individual,Manual,2
Maruti Wagon R LX DUO BSIII,2007,1.95,3.35,65047,CNG,Individual,Manual,0
Audi A6 2.7 TDI,2009,8,38.7,78000,Diesel,Individual,Automatic,0
Renault KWID RXT Optional,2018,3.5,4.9,5000,Petrol,Individual,Manual,0
Audi A4 New 2.0 TDI Multitronic,2012,16,31.8,60000,Diesel,Individual,Automatic,1
Maruti Alto LXi,2007,1.75,5.5,52195,Petrol,Individual,Manual,0
ISUZU D-MAX V-Cross 4X4,2018,16.09,23.4,20422,Diesel,Individual,Manual,0
Ford Figo Diesel ZXI,2015,3.56,6.1,92885,Diesel,Individual,Manual,0
Maruti Swift VDI BSIV W ABS,2016,6.86,7.4,70478,Diesel,Individual,Manual,0
Audi A6 2011-2015 2.0 TDI,2014,16.67,46.5,54862,Diesel,Individual,Automatic,0
Toyota Fortuner 2.8 4WD MT,2011,10.64,36.7,169006,Diesel,Individual,Manual,0
Renault KWID RXT,2016,3.5,4.6,20229,Petrol,Individual,Manual,0
Honda Jazz V CVT,2017,6.95,10.1,17978,Petrol,Individual,Automatic,0
Maruti S-Cross Alpha DDiS 200 SH,2016,6.99,12.5,45296,Diesel,Individual,Manual,0
Hyundai Elantra CRDi SX AT,2016,16,18.9,22000,Diesel,Individual,Automatic,0
Tata Hexa XT,2017,14.25,20.9,39800,Diesel,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,7.5,11.2,55000,Diesel,Individual,Manual,0
Tata Nano XTA,2017,3.41,4.2,18351,Petrol,Individual,Automatic,0
Hyundai i10 Sportz 1.2,2010,3.45,6.4,29000,Petrol,Individual,Manual,0
Hyundai Santro Xing XO,2007,2.1,4.0,57309,Petrol,Individual,Manual,0
Maruti Eeco 7 Seater Standard,2016,4.3,5.0,42225,Petrol,Individual,Manual,0
Maruti Swift VDI,2012,3.9,6.9,65000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2015,8.36,15.4,65100,Diesel,Individual,Manual,0
Skoda Superb 1.8 TSI MT,2011,7.5,22.1,54895,Petrol,Individual,Manual,0
Maruti Ignis 1.2 Delta,2019,5.5,5.9,12076,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,2016,5.9,7.4,49000,Diesel,Individual,Manual,0
Volkswagen Polo GT TSI,2017,8.27,11.7,50534,Petrol,Individual,Automatic,0
Hyundai Grand i10 Sportz,2016,4.7,6.6,13436,Petrol,Individual,Manual,1
Hyundai Xcent 1.1 CRDi S,2016,4.5,8.1,63141,Diesel,Individual,Manual,1
Honda Amaze VX i-DTEC,2014,5.4,8.9,74885,Diesel,Individual,Manual,0
BMW 5 Series 520d Luxury Line,2010,16.5,63.7,46000,Diesel,Individual,Automatic,0
Honda City ZX CVT,2007,3.25,15.3,81000,Petrol,Individual,Automatic,0
Audi A4 2.0 TDI Multitronic,2010,10,31.8,59000,Diesel,Individual,Automatic,0
Mercedes-Benz GLC 220d 4MATIC Style,2019,50.97,64.6,29311,Diesel,Individual,Automatic,0
BMW 3 Series Luxury Line,2016,29.95,60.9,31000,Diesel,Individual,Automatic,0
Toyota Innova 2.5 V Diesel 7-seater,2007,6.99,9.6,127079,Diesel,Individual,Manual,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,17.5,36.9,40000,Diesel,Individual,Automatic,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2017,9.99,13.2,14000,Petrol,Individual,Automatic,0
Honda City 1.5 EXI,2005,1.1,11.6,123000,Petrol,Individual,Manual,2
Mercedes-Benz M-Class ML 320 CDI,2009,13.75,61.2,53000,Diesel,Individual,Automatic,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,9.25,11.1,33000,Diesel,Individual,Manual,0
Audi A4 35 TDI Premium,2015,23.75,43.4,58970,Diesel,Individual,Automatic,0
Nissan Terrano XV D Pre,2013,5.45,17.2,60000,Diesel,Individual,Manual,1
Maruti Celerio ZXI AMT,2017,5.25,6.6,35225,Petrol,Individual,Automatic,0
BMW 3 Series 320d,2010,14.2,47.2,80000,Diesel,Individual,Automatic,0
Hyundai Grand i10 Sportz,2018,5.8,6.6,43698,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2016,4.87,6.8,29091,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,11.39,12.6,26927,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2013,7.02,15.4,87736,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi,2016,8,10.1,35299,Diesel,Individual,Manual,0
Maruti Alto LXi,2009,2.15,5.5,65090,Petrol,Individual,Manual,0
Land Rover Range Rover Sport HSE,2015,70.66,160.0,38467,Diesel,Individual,Automatic,0
Maruti Alto K10 VXI,2017,3.25,4.8,12000,Petrol,Individual,Manual,0
Maruti Celerio VXI AT,2016,4.25,5.7,38009,Petrol,Individual,Automatic,0
Skoda Superb Elegance 1.8 TSI AT,2009,4.45,22.3,35000,Petrol,Individual,Automatic,1
Mahindra XUV500 W8 2WD,2014,7.85,15.4,86000,Diesel,Individual,Manual,0
Maruti Ciaz Zeta,2018,9.18,11.1,10575,Petrol,Individual,Manual,0
Maruti Wagon R VXI 1.2,2015,4.11,5.4,49818,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2017,19.97,26.6,26023,Diesel,Individual,Automatic,0
Maruti Swift VDI,2014,4.5,8.3,115000,Diesel,Individual,Manual,0
Maruti Alto LXi BSIII,2012,2.47,5.5,14814,Petrol,Individual,Manual,1
Maruti S Cross DDiS 200 Alpha,2016,7.9,13.6,58000,Diesel,Individual,Manual,0
Tata Zest Quadrajet 1.3 XT,2017,5.85,10.1,27768,Diesel,Individual,Manual,0
Hyundai i10 Sportz 1.2,2013,3.45,6.4,59000,Petrol,Individual,Manual,0
Honda City 1.5 EXI,2001,1.45,11.6,125943,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2012,5.9,9.9,105000,Diesel,Individual,Manual,1
Hyundai Grand i10 Sportz,2013,3.75,6.6,26000,Petrol,Individual,Manual,0
Audi A6 2.7 TDI,2011,11.5,38.7,112719,Diesel,Individual,Automatic,0
Maruti Alto K10 VXI,2011,2.15,4.5,28300,Petrol,Individual,Manual,0
Maruti Swift Dzire Vdi BSIV,2010,3.15,6.8,105000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2014,9.5,15.4,31000,Diesel,Individual,Manual,0
Hyundai Santro Xing GLS,2010,1.5,3.5,115000,Petrol,Individual,Manual,1
Audi A6 35 TFSI Matrix,2018,41.5,57.0,22000,Petrol,Individual,Automatic,0
Maruti Wagon R LXI BS IV,2017,3,5.5,8000,Petrol,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,11,12.6,28741,Diesel,Individual,Manual,0
Hyundai Verna VTVT 1.6 SX,2018,8.7,11.2,5000,Petrol,Individual,Manual,0
Maruti Ertiga ZDI Plus,2016,9.9,13.3,42000,Diesel,Individual,Manual,0
Hyundai Verna VTVT 1.6 SX,2012,5.77,11.7,32542,Petrol,Individual,Manual,0
Mahindra Scorpio VLX,2011,7.45,18.6,70000,Diesel,Individual,Manual,1
Maruti Ritz VDi,2010,3.85,6.2,75014,Diesel,Individual,Manual,0
BMW 3 Series 320d,2012,11.5,47.9,55598,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 4WD,2013,9,12.4,49000,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 8-seater,2013,12,9.6,112000,Diesel,Individual,Manual,0
Hyundai Grand i10 Sportz,2017,6.02,6.6,23540,Petrol,Individual,Manual,0
Mahindra XUV500 W8 2WD,2015,12.63,15.4,39335,Diesel,Individual,Manual,0
Hyundai i20 Sportz 1.2,2015,4.43,8.0,35000,Petrol,Individual,Manual,0
Maruti Alto LXi,2008,1.1,5.5,38000,Petrol,Individual,Manual,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,8.9,11.2,45000,Diesel,Individual,Manual,0
Maruti Swift Ldi BSIII,2008,4.25,6.0,76206,Diesel,Individual,Manual,0
Mahindra XUV500 AT W10 FWD,2018,16.46,17.3,25948,Diesel,Individual,Automatic,0
Toyota Etios VX,2016,6.58,7.9,33415,Petrol,Individual,Manual,0
Maruti Dzire VDI,2013,4.95,8.8,77084,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2011,6.1,15.4,90000,Diesel,Individual,Manual,1
Toyota Etios GD,2013,5.3,8.1,46496,Diesel,Individual,Manual,0
Audi A4 2.0 TDI,2013,18.25,43.1,76000,Diesel,Individual,Automatic,1
Toyota Camry Hybrid,2014,18.75,45.3,67000,Petrol,Individual,Automatic,0
Toyota Innova Crysta 2.8 GX AT 8S,2016,16.45,21.1,40000,Diesel,Individual,Automatic,0
Maruti Baleno Alpha Diesel,2018,8.7,10.3,2000,Diesel,Individual,Manual,0
Skoda Superb Style 1.8 TSI AT,2016,20.75,33.4,14500,Petrol,Individual,Automatic,0
Maruti Ritz VDi,2011,1.89,6.2,35888,Diesel,Individual,Manual,0
Maruti Ertiga SHVS VDI,2015,7.85,9.8,93700,Diesel,Individual,Manual,0
Hyundai Elantra CRDi SX,2014,7,18.9,45000,Diesel,Individual,Manual,0
Hyundai Santro Xing GL Plus,2012,1.6,3.7,79000,Petrol,Individual,Manual,1
Toyota Innova 2.5 V Diesel 7-seater,2011,9.8,16.0,136490,Diesel,Individual,Manual,0
Maruti Ciaz Alpha,2017,8.25,11.6,19416,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV W ABS,2015,5.95,7.4,62588,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2016,19,27.1,50296,Diesel,Individual,Automatic,1
Jeep Compass 2.0 Longitude,2018,17.55,21.4,26101,Diesel,Individual,Manual,0
Maruti Alto K10 LXI Optional,2016,3,4.4,7000,Petrol,Individual,Manual,0
Ford Figo Diesel ZXI,2013,2.25,6.1,22000,Diesel,Individual,Manual,0
Honda Jazz Exclusive CVT,2018,8.25,10.8,3000,Petrol,Individual,Automatic,0
Renault KWID RXT,2016,3.07,4.6,53886,Petrol,Individual,Manual,0
Nissan Sunny XE P,2012,4.69,8.6,50297,Petrol,Individual,Manual,0
Honda Accord 2.4 AT,2011,5.4,14.9,87000,Petrol,Individual,Automatic,0
Mahindra XUV500 W8 2WD,2016,12,15.4,120000,Diesel,Individual,Manual,0
Hyundai i20 1.2 Magna Executive,2018,6.5,7.1,17000,Petrol,Individual,Manual,0
Toyota Corolla Altis G,2008,5.1,17.7,44738,Petrol,Individual,Manual,0
Maruti Wagon R LXI BS IV,2010,2.1,5.5,70000,Petrol,Individual,Manual,0
Nissan Micra Diesel XV Primo,2011,2.3,6.8,72000,Diesel,Individual,Manual,0
Audi A4 3.2 FSI Tiptronic Quattro,2012,18,36.0,125000,Petrol,Individual,Automatic,0
Ford Figo Diesel EXI,2011,1.8,5.7,37000,Diesel,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2018,52.5,51.9,3000,Diesel,Individual,Automatic,0
Maruti Alto LXi,2006,1.5,5.5,68000,Petrol,Individual,Manual,0
Maruti Swift VDI BSIV,2013,3.85,7.4,115195,Diesel,Individual,Manual,0
Toyota Corolla Altis 1.8 GL,2009,4.95,22.7,32000,Petrol,Individual,Manual,1
Maruti Swift Ldi BSIII,2010,3.45,6.0,84072,Diesel,Individual,Manual,0
Maruti Alto K10 VXI,2016,3.2,4.2,51264,Petrol,Individual,Manual,0
Mercedes-Benz CLA 200 CGI Sport,2016,24.5,41.0,40000,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 SX Automatic Diesel,2018,11.25,17.0,14000,Diesel,Individual,Automatic,0
Toyota Innova 2.5 GX (Diesel) 7 Seater,2017,14.52,12.5,72717,Diesel,Individual,Manual,0
Maruti Celerio VXI AT,2014,3.95,5.7,18500,Petrol,Individual,Automatic,0
Honda City ZX CVT,2006,1.5,15.3,44000,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 CRDi SX Option,2015,10.5,13.7,61786,Diesel,Individual,Manual,0
Maruti Celerio VXI AT,2015,4.88,5.7,59751,Petrol,Individual,Automatic,0
Audi RS5 Coupe,2013,40.5,128.0,23312,Petrol,Individual,Automatic,0
Ford Figo Diesel Titanium,2013,4.34,6.2,44731,Diesel,Individual,Manual,1
Jaguar XF 2.2 Litre Luxury,2015,38,51.9,50000,Diesel,Individual,Automatic,0
BMW 5 Series 520d Luxury Line,2014,22.45,63.7,60280,Diesel,Individual,Automatic,0
Mercedes-Benz B Class B200 CDI,2017,20.87,28.3,48161,Diesel,Individual,Automatic,0
Hyundai i20 Sportz 1.2,2016,5.95,8.0,6000,Petrol,Individual,Manual,0
Land Rover Range Rover 3.0 Diesel LWB Vogue,2017,160,230.0,25000,Diesel,Individual,Automatic,0
Hyundai i10 Sportz 1.2 AT,2013,3.85,6.8,15200,Petrol,Individual,Automatic,1
Volkswagen Polo Diesel Trendline 1.2L,2013,4.5,5.5,86300,Diesel,Individual,Manual,0
Maruti Baleno RS Petrol,2018,8.61,10.9,26731,Petrol,Individual,Manual,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,15,19.9,65000,Diesel,Individual,Manual,0
Maruti Celerio VXI AT Optional,2017,4.7,5.7,20000,Petrol,Individual,Automatic,0
Audi A4 3.0 TDI Quattro,2015,25.02,54.0,35463,Diesel,Individual,Automatic,0
Toyota Camry Hybrid 2.5,2017,26.11,40.6,23249,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Asta,2018,6.5,7.5,10000,Petrol,Individual,Manual,0
Volkswagen Polo Diesel Trendline 1.2L,2012,4.5,5.5,94000,Diesel,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2012,3.82,6.2,52818,Petrol,Individual,Manual,0
Skoda Superb Style 1.8 TSI AT,2016,16.81,30.2,54253,Petrol,Individual,Automatic,0
Volkswagen Polo Petrol Comfortline 1.2L,2013,3.25,6.2,75000,Petrol,Individual,Manual,0
Maruti Ciaz VXi Plus,2015,5.95,8.1,51579,Petrol,Individual,Manual,0
Renault Duster 85PS Diesel RxL Option,2015,6.79,19.5,65178,Diesel,Individual,Manual,0
Honda CR-V 2.4 MT,2008,3.7,24.4,92000,Petrol,Individual,Manual,1
Volkswagen Polo Petrol Comfortline 1.2L,2016,6.18,6.2,28851,Petrol,Individual,Manual,0
Maruti Wagon R VXI,2014,3.41,5.6,38958,Petrol,Individual,Manual,0
Hyundai Creta 1.6 CRDi SX Option,2017,12.13,13.7,44887,Diesel,Individual,Manual,0
Maruti Alto LXi BSIII,2009,1.8,5.5,85000,Petrol,Individual,Manual,1
Datsun redi-GO S,2016,2.75,4.4,26239,Petrol,Individual,Manual,0
Toyota Fortuner 2.8 2WD MT,2019,35.82,37.2,56251,Diesel,Individual,Manual,0
Honda BR-V i-VTEC S MT,2016,8.02,12.9,34004,Petrol,Individual,Manual,0
Maruti Wagon R CNG LXI,2014,2.85,5.6,47200,CNG,Individual,Manual,0
Maruti Wagon R LXI BS IV,2013,3,5.5,32425,Petrol,Individual,Manual,0
Maruti Dzire VDI,2017,6.67,8.6,54758,Diesel,Individual,Manual,0
Volkswagen Polo Petrol Comfortline 1.2L,2013,2.8,6.2,30000,Petrol,Individual,Manual,0
Maruti Swift Vdi BSIII,2012,4.5,6.9,62000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 4WD,2012,8.25,12.4,123600,Diesel,Individual,Manual,0
Mahindra XUV500 W8 4WD,2013,8.5,12.4,55000,Diesel,Individual,Manual,0
Maruti Wagon R LXI BS IV,2015,3.5,5.5,13008,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2017,20.5,28.1,53841,Diesel,Individual,Automatic,0
Hyundai Creta 1.6 SX Option,2017,11.31,15.9,47183,Petrol,Individual,Manual,1
Maruti Celerio VXI,2017,5.2,5.7,3923,Petrol,Individual,Manual,0
Datsun redi-GO T Option,2018,3.6,4.1,6279,Petrol,Individual,Manual,0
Hyundai Elantra CRDi SX,2013,5.85,18.9,42000,Diesel,Individual,Manual,0
Audi A4 2.0 TDI Multitronic,2009,7.98,31.8,88000,Diesel,Individual,Automatic,0
Honda Brio VX AT,2014,4.3,6.9,36631,Petrol,Individual,Automatic,0
Maruti Wagon R LXI BS IV,2011,2.25,5.5,34000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2009,2.95,6.2,83000,Diesel,Individual,Manual,0
Hyundai Creta 1.6 SX Option Diesel,2017,11.45,19.2,101065,Diesel,Individual,Manual,0
Maruti Baleno Delta,2017,6.37,7.4,15134,Petrol,Individual,Manual,0
Tata Indica Vista Quadrajet VX,2012,2.6,5.9,120000,Diesel,Individual,Manual,1
Hyundai i20 1.2 Magna,2010,1.9,7.1,45000,Petrol,Individual,Manual,0
